;;;;Utility;Suppressed;Transformation
Ihis;Entropy;p-uniqueness (zayatz);0.006;0.15076670571581577;3.784989409335872;(0%, 0%, 0%, 0%, 100%, 0%, 0%, 0%, 0%)
Ihis;Loss;p-uniqueness (zayatz);0.006;0.028916836813353008;0.0;(40%, 0%, 0%, 33%, 50%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (zayatz);0.007;0.14434719211729008;3.1865833713167278;(0%, 0%, 0%, 0%, 100%, 0%, 0%, 0%, 0%)
Ihis;Loss;p-uniqueness (zayatz);0.007;0.028916836813353008;0.0;(40%, 0%, 0%, 33%, 50%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (zayatz);0.008;0.13816661072854053;2.625881438185377;(0%, 0%, 0%, 0%, 100%, 0%, 0%, 0%, 0%)
Ihis;Loss;p-uniqueness (zayatz);0.008;0.022838333769931312;0.003351475990026007;(20%, 0%, 0%, 33%, 50%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (zayatz);0.009;0.13240534740399929;2.096013084162265;(0%, 0%, 0%, 0%, 100%, 0%, 0%, 0%, 0%)
Ihis;Loss;p-uniqueness (zayatz);0.009;0.022805073948159994;0.0;(20%, 0%, 0%, 33%, 50%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (zayatz);0.01;0.12689446850616845;1.5918673083626027;(0%, 0%, 0%, 0%, 100%, 0%, 0%, 0%, 0%)
Ihis;Loss;p-uniqueness (zayatz);0.01;0.022805073948159994;0.0;(20%, 0%, 0%, 33%, 50%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.001;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.001;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.002;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.002;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.003;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.003;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.004;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.004;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.005;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.005;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.006;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.006;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.007;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.007;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.008;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.008;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.009;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.009;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
Ihis;Entropy;p-uniqueness (snb);0.01;0.2261978284013612;3.8055171997747808;(0%, 0%, 0%, 0%, 75%, 0%, 0%, 0%, 100%)
Ihis;Loss;p-uniqueness (snb);0.01;0.08695477383182709;3.605266509370727;(40%, 0%, 0%, 67%, 75%, 0%, 0%, 0%, 0%)
